Product URL,Product Name,Product Price,Rating,Number of reviews,Manufacturer,ASIN,processed_text
https://www.amazon.in/BIGBERRY-Backpack-Multiple-Compartments-organiser/dp/B0CQRBBWP3/ref=sr_1_11?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.NdOKhzTWp5YJqrnZWmusO4EprR1ofj5Z97vQjZseKmPfrMKZqaeL5SJLRiWHdXjq8wAmh16TqMVgAN3I0vHLky516GAXycnrG6X5Fliubfac_fS8ZN7kILF7G8Zt0XTS7g6A_QKNwNi18RBsn90L2axPlrqswkWgnjzOKZ8ZwDIPq9BmYXidLvZKG0bZGEkW-4BHQdAq8C5nSk9iXqdYYJOZBXlSXDJVpKY_P2JfVoI.bHF5q_9iQZ8RLHKocB5lilZ14C39nDytAjtKhzCxWDI&dib_tag=se&keywords=bags&qid=1727240788&sprefix=ba%2Caps%2C283&sr=8-11,BIGBERRY Newage Rodeo 28 Ltrs leatherite/faux leather Backpack with Multiple Compartments & organiser,₹791,4.1 out of 5 stars,293,"EVON ENTERPRISES, 8595758076",B0CQRBBWP3,bigberry newage rodeo 28 ltrs leatherite faux leather backpack multiple compartment organiser
https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_12?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.NdOKhzTWp5YJqrnZWmusO4EprR1ofj5Z97vQjZseKmPfrMKZqaeL5SJLRiWHdXjq8wAmh16TqMVgAN3I0vHLky516GAXycnrG6X5Fliubfac_fS8ZN7kILF7G8Zt0XTS7g6A_QKNwNi18RBsn90L2axPlrqswkWgnjzOKZ8ZwDIPq9BmYXidLvZKG0bZGEkW-4BHQdAq8C5nSk9iXqdYYJOZBXlSXDJVpKY_P2JfVoI.bHF5q_9iQZ8RLHKocB5lilZ14C39nDytAjtKhzCxWDI&dib_tag=se&keywords=bags&qid=1727240788&sprefix=ba%2Caps%2C283&sr=8-12,Safari Small Size 15 Ltrs Unisex Standard Backpack - Sea Blue,₹199,4.0 out of 5 stars,"23,249","Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838",B07Q7CNPMV,safari small size 15 ltrs unisex standard backpack sea blue
https://www.amazon.in/Safari-Backpack-Raincover-compartments-organizer/dp/B097JM3NX5/ref=sr_1_13?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.NdOKhzTWp5YJqrnZWmusO4EprR1ofj5Z97vQjZseKmPfrMKZqaeL5SJLRiWHdXjq8wAmh16TqMVgAN3I0vHLky516GAXycnrG6X5Fliubfac_fS8ZN7kILF7G8Zt0XTS7g6A_QKNwNi18RBsn90L2axPlrqswkWgnjzOKZ8ZwDIPq9BmYXidLvZKG0bZGEkW-4BHQdAq8C5nSk9iXqdYYJOZBXlSXDJVpKY_P2JfVoI.bHF5q_9iQZ8RLHKocB5lilZ14C39nDytAjtKhzCxWDI&dib_tag=se&keywords=bags&qid=1727240788&sprefix=ba%2Caps%2C283&sr=8-13,"Safari Casual backpack 3 compartments, front pocket, bottle holder, School bags for boys & girls, College bag for women and men",₹799,4.0 out of 5 stars,"3,041","Safari, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838",B097JM3NX5,safari casual backpack 3 compartment front pocket bottle holder school bag boy girl college bag woman men
https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0201/dp/B07G4D13L7/ref=sr_1_14?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.NdOKhzTWp5YJqrnZWmusO4EprR1ofj5Z97vQjZseKmPfrMKZqaeL5SJLRiWHdXjq8wAmh16TqMVgAN3I0vHLky516GAXycnrG6X5Fliubfac_fS8ZN7kILF7G8Zt0XTS7g6A_QKNwNi18RBsn90L2axPlrqswkWgnjzOKZ8ZwDIPq9BmYXidLvZKG0bZGEkW-4BHQdAq8C5nSk9iXqdYYJOZBXlSXDJVpKY_P2JfVoI.bHF5q_9iQZ8RLHKocB5lilZ14C39nDytAjtKhzCxWDI&dib_tag=se&keywords=bags&qid=1727240788&sprefix=ba%2Caps%2C283&sr=8-14,Gear Vintage2 28L Medium Faux Leather Water Resistant Anti Theft Laptop Backpack/Office Backpack for Men/Women - Brown,₹899,4.3 out of 5 stars,"13,312","Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366",B07G4D13L7,gear vintage2 28l medium faux leather water resistant anti theft laptop backpack office backpack men woman brown
https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_15?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.NdOKhzTWp5YJqrnZWmusO4EprR1ofj5Z97vQjZseKmPfrMKZqaeL5SJLRiWHdXjq8wAmh16TqMVgAN3I0vHLky516GAXycnrG6X5Fliubfac_fS8ZN7kILF7G8Zt0XTS7g6A_QKNwNi18RBsn90L2axPlrqswkWgnjzOKZ8ZwDIPq9BmYXidLvZKG0bZGEkW-4BHQdAq8C5nSk9iXqdYYJOZBXlSXDJVpKY_P2JfVoI.bHF5q_9iQZ8RLHKocB5lilZ14C39nDytAjtKhzCxWDI&dib_tag=se&keywords=bags&qid=1727240788&sprefix=ba%2Caps%2C283&sr=8-15,TRUE HUMAN EMPEROR® Anti-Theft Bagkpack With USB Charging Port Laptop bag/Office bag/College bag/Travel bag with Anti -Theft back pocket (LEGEND),₹615,3.8 out of 5 stars,"3,701","Rama luxury store, Rama luxury store",B09QJ7ZF2Y,true human emperor anti theft bagkpack usb charging port laptop bag office bag college bag travel bag anti theft back pocket legend
https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_16?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.NdOKhzTWp5YJqrnZWmusO4EprR1ofj5Z97vQjZseKmPfrMKZqaeL5SJLRiWHdXjq8wAmh16TqMVgAN3I0vHLky516GAXycnrG6X5Fliubfac_fS8ZN7kILF7G8Zt0XTS7g6A_QKNwNi18RBsn90L2axPlrqswkWgnjzOKZ8ZwDIPq9BmYXidLvZKG0bZGEkW-4BHQdAq8C5nSk9iXqdYYJOZBXlSXDJVpKY_P2JfVoI.bHF5q_9iQZ8RLHKocB5lilZ14C39nDytAjtKhzCxWDI&dib_tag=se&keywords=bags&qid=1727240788&sprefix=ba%2Caps%2C283&sr=8-16,"Lenovo 15.6"" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps",₹649,4.3 out of 5 stars,"10,251",‎Lenovo,B08R7RPVJF,lenovo 15 6 39 62cm slim everyday backpack made india compact water resistant organized storage laptop sleeve tablet pocket front workstation 2 side pocket padded adjustable shoulder strap
https://www.amazon.in/Murano-Casual-daybackpack-Office-College/dp/B0BX9GLFD6/ref=sr_1_17?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.2s_4bINTAemBCixN4hvgAOOEDzri6aAEYls2gCVSseprUgztvIXajFCCZqLsR_OM_WQWzkwOnJFWCVXOeNBPVIX_tR3SBowUSYwtMTYc83cTwpXIiRGS0pUida4GI0UmJfr6qe_iAtVptL9CJsiUIWgZLG8EPGZ99vPM3SRrgO7fCzRca1Ou0ehMhbH6uJeXtr9jDhVxZhl5hx0_1CRZsGqbq-N3Sl6KEsjZyaSjHAc.uEX8opygUHrq-kSt91A9UdNu7aO66gpv0mGqZB0PZKk&dib_tag=se&keywords=bags&qid=1727240854&sprefix=ba%2Caps%2C283&sr=8-17,Murano Louis 10ltr Small Casual day backpack/Office Bag | Travel Bag | School Bag | College Bag | Versatile bag For Men & Women |For Girl & Boy (Dark grey),₹199,3.7 out of 5 stars,745,‎Avon Lifestyle Pvt Ltd,B0BX9GLFD6,murano louis 10ltr small casual day backpack office bag travel bag school bag college bag versatile bag men woman girl boy dark grey
https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B29F66W/ref=sr_1_18?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.2s_4bINTAemBCixN4hvgAOOEDzri6aAEYls2gCVSseprUgztvIXajFCCZqLsR_OM_WQWzkwOnJFWCVXOeNBPVIX_tR3SBowUSYwtMTYc83cTwpXIiRGS0pUida4GI0UmJfr6qe_iAtVptL9CJsiUIWgZLG8EPGZ99vPM3SRrgO7fCzRca1Ou0ehMhbH6uJeXtr9jDhVxZhl5hx0_1CRZsGqbq-N3Sl6KEsjZyaSjHAc.uEX8opygUHrq-kSt91A9UdNu7aO66gpv0mGqZB0PZKk&dib_tag=se&keywords=bags&qid=1727240854&sprefix=ba%2Caps%2C283&sr=8-18,Safari Flash Medium 26L Water Resistant Polyester Casual Standard Backpack - Black,₹639,3.8 out of 5 stars,"1,978","Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059",B09B29F66W,safari flash medium 26l water resistant polyester casual standard backpack black
https://www.amazon.in/Hilfiger-Joshua-Backpack-TH-JOSHUALAP01/dp/B07N8GRWTZ/ref=sr_1_19?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.2s_4bINTAemBCixN4hvgAOOEDzri6aAEYls2gCVSseprUgztvIXajFCCZqLsR_OM_WQWzkwOnJFWCVXOeNBPVIX_tR3SBowUSYwtMTYc83cTwpXIiRGS0pUida4GI0UmJfr6qe_iAtVptL9CJsiUIWgZLG8EPGZ99vPM3SRrgO7fCzRca1Ou0ehMhbH6uJeXtr9jDhVxZhl5hx0_1CRZsGqbq-N3Sl6KEsjZyaSjHAc.uEX8opygUHrq-kSt91A9UdNu7aO66gpv0mGqZB0PZKk&dib_tag=se&keywords=bags&qid=1727240854&sprefix=ba%2Caps%2C283&sr=8-19,Tommy Hilfiger Joshua 21 Ltrs Black Laptop Backpack (TH/JOSHUALAP01),"₹1,375",4.3 out of 5 stars,"1,532","Iff Overseas Pvt Ltd, Brand Cocnetps Ltd 140/2 Ring Road Musakhedi Square Indore MP 452001",B07N8GRWTZ,tommy hilfiger joshua 21 ltrs black laptop backpack th joshualap01
https://www.amazon.in/Aristocrat-Nova-Laptop-Backpack-School/dp/B0D8BG7S4P/ref=sr_1_20?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.2s_4bINTAemBCixN4hvgAOOEDzri6aAEYls2gCVSseprUgztvIXajFCCZqLsR_OM_WQWzkwOnJFWCVXOeNBPVIX_tR3SBowUSYwtMTYc83cTwpXIiRGS0pUida4GI0UmJfr6qe_iAtVptL9CJsiUIWgZLG8EPGZ99vPM3SRrgO7fCzRca1Ou0ehMhbH6uJeXtr9jDhVxZhl5hx0_1CRZsGqbq-N3Sl6KEsjZyaSjHAc.uEX8opygUHrq-kSt91A9UdNu7aO66gpv0mGqZB0PZKk&dib_tag=se&keywords=bags&qid=1727240854&sprefix=ba%2Caps%2C283&sr=8-20,Aristocrat Nova Laptop Backpack - Black/School bag,₹335,3.6 out of 5 stars,30,"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India, VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India",B0D8BG7S4P,aristocrat nova laptop backpack black school bag
https://www.amazon.in/Wesley-Overnighter-Expandable-Compartment-Weekender/dp/B0CWYWGF3C/ref=sr_1_21?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.2s_4bINTAemBCixN4hvgAOOEDzri6aAEYls2gCVSseprUgztvIXajFCCZqLsR_OM_WQWzkwOnJFWCVXOeNBPVIX_tR3SBowUSYwtMTYc83cTwpXIiRGS0pUida4GI0UmJfr6qe_iAtVptL9CJsiUIWgZLG8EPGZ99vPM3SRrgO7fCzRca1Ou0ehMhbH6uJeXtr9jDhVxZhl5hx0_1CRZsGqbq-N3Sl6KEsjZyaSjHAc.uEX8opygUHrq-kSt91A9UdNu7aO66gpv0mGqZB0PZKk&dib_tag=se&keywords=bags&qid=1727240854&sprefix=ba%2Caps%2C283&sr=8-21,"Wesley Luxur 45 Ltrs Overnighter Expandable Travel Laptop Backpack, Flight Cabin Approved Carry On with 16 inch Laptop Compartment, Anti Theft feature business/Travel/Weekender/college, Charcoal Black",₹599,3.8 out of 5 stars,374,"Wesley, Longani Trading Company",B0CWYWGF3C,wesley luxur 45 ltrs overnighter expandable travel laptop backpack flight cabin approved carry 16 inch laptop compartment anti theft feature business travel weekender college charcoal black
https://www.amazon.in/Lavie-Sport-Sprinter-Daypack-Compartment/dp/B0CZNTPV92/ref=sr_1_22?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.2s_4bINTAemBCixN4hvgAOOEDzri6aAEYls2gCVSseprUgztvIXajFCCZqLsR_OM_WQWzkwOnJFWCVXOeNBPVIX_tR3SBowUSYwtMTYc83cTwpXIiRGS0pUida4GI0UmJfr6qe_iAtVptL9CJsiUIWgZLG8EPGZ99vPM3SRrgO7fCzRca1Ou0ehMhbH6uJeXtr9jDhVxZhl5hx0_1CRZsGqbq-N3Sl6KEsjZyaSjHAc.uEX8opygUHrq-kSt91A9UdNu7aO66gpv0mGqZB0PZKk&dib_tag=se&keywords=bags&qid=1727240854&sprefix=ba%2Caps%2C283&sr=8-22,Lavie Sport Sprinter 11 Litre Daypack Unisex Casual Bag For Boys & Girls,₹199,3.7 out of 5 stars,465,"Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093",B0CZNTPV92,lavie sport sprinter 11 litre daypack unisex casual bag boy girl
https://www.amazon.in/Storite-Pack-Big-Underbed-Moisture/dp/B07B8K3RQK/ref=sr_1_23?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.2s_4bINTAemBCixN4hvgAOOEDzri6aAEYls2gCVSseprUgztvIXajFCCZqLsR_OM_WQWzkwOnJFWCVXOeNBPVIX_tR3SBowUSYwtMTYc83cTwpXIiRGS0pUida4GI0UmJfr6qe_iAtVptL9CJsiUIWgZLG8EPGZ99vPM3SRrgO7fCzRca1Ou0ehMhbH6uJeXtr9jDhVxZhl5hx0_1CRZsGqbq-N3Sl6KEsjZyaSjHAc.uEX8opygUHrq-kSt91A9UdNu7aO66gpv0mGqZB0PZKk&dib_tag=se&keywords=bags&qid=1727240854&sprefix=ba%2Caps%2C283&sr=8-23,"Storite 2 Pack Moisture Proof Nylon Large Size Underbed Storage Bag For Clothes (54 x 46 x 28 cm) - Black, Rectangular",₹499,4.4 out of 5 stars,"20,953",SaiTech IT Pvt Ltd.,B07B8K3RQK,storite 2 pack moisture proof nylon large size underbed storage bag clothes 54 x 46 x 28 cm black rectangular
